Mouse ID,Hole Punch,Genetic Background,Gender,DOB,Age,Date Weaned,Parent Crossing,Strain 1,Strain 2,Strain 3,GeNtype 1,GeNtype 2,GeNtype 3,Experiments? ,Euthanized ,Date of Euth.,Notes from Book:,,,Red Hole Punch indicates there was Nt a designation listed inside the Ntebook but added to the spreadsheet based on how Cong Nrmally does his numbering and hole punches,,,,,
2134,L,,Female,7/1/2023,348,,"1432, 1433/1436",Pax2-Cre,Tlr4-loxp,,Cre leaking, +/+,,,,,,,,,,,,,
2135,B,,Female,7/1/2023,348,,"1432, 1433/1436",Pax2-Cre,Tlr4-loxp,,Cre -, flox/flox,,,,,,,,,,,,,
2136,R,,Male,7/1/2023,348,,"1432, 1433/1436",Pax2-Cre,Tlr4-loxp,,Cre -, +/+,,,,,,,,,,,,,
2137,L,,Male,7/1/2023,348,,"1432, 1433/1436",Pax2-Cre,Tlr4-loxp,,Cre +, flox/flox,,,,,,,,,,,,,
2138,R,,Female,7/20/2023,214,,"1432, 1433/1436",Pax2-Cre,Tlr4-loxp,,Cre -, flox/flox,,,Y,2/19/2024,,,,,,,,,
2139,L,,Female,7/20/2023,214,,"1432, 1433/1436",Pax2-Cre,Tlr4-loxp,,Cre +, +/+,,,Y,2/19/2024,,,,,,,,,
2140,R,,Male,7/20/2023,214,,"1432, 1433/1436",Pax2-Cre,Tlr4-loxp,,Cre leaking, +/+,,,Y,2/19/2024,,,,,,,,,
2141,R,,Female,8/10/2023,308,,"1442, 1443/1445",Pax2-Cre,Tlr4-loxp,,Cre +, +/+,,,,,,,,,,,,,
2142,L,,Female,8/10/2023,308,,"1442, 1443/1445",Pax2-Cre,Tlr4-loxp,,Cre +, +/+,,,,,,,,,,,,,
2143,B,,Female,8/10/2023,308,,"1442, 1443/1445",Pax2-Cre,Tlr4-loxp,,Cre +, flox/flox,,,,,,,,,,,,,
2144,R,,Male,8/10/2023,308,,"1442, 1443/1445",Pax2-Cre,Tlr4-loxp,,Cre +, flox/flox,,,,,,,,,,,,,
2145,L,,Male,8/10/2023,308,,"1442, 1443/1445",Pax2-Cre,Tlr4-loxp,,Cre +, flox/flox,,,,,,,,,,,,,
2146,B,,Male,8/10/2023,308,,"1442, 1443/1445",Pax2-Cre,Tlr4-loxp,,Cre +, flox/flox,,,,,,,,,,,,,
2147,2R,,Male,8/10/2023,308,,"1442, 1443/1445",Pax2-Cre,Tlr4-loxp,,Cre -, flox/flox,,,,,,,,,,,,,
2148,2L,,Male,8/10/2023,308,,"1442, 1443/1445",Pax2-Cre,Tlr4-loxp,,Cre +, +/+,,,,,,,,,,,,,
2149,2R2L,,Male,8/10/2023,308,,"1442, 1443/1445",Pax2-Cre,Tlr4-loxp,,Cre leaking, flox/flox,,,,,,,,,,,,,
2150,R,,Female,8/30/2023,288,,"1432, 1433/1436",Pax2-Cre,Tlr4-loxp,,Cre -, flox/flox,,,,,,,,,,,,,
2151,L,,Female,8/30/2023,288,,"1432, 1433/1436",Pax2-Cre,Tlr4-loxp,,Cre leaking, flox/flox,,,,,,,,,,,,,
2152,R,,Male,8/30/2023,288,,"1432, 1433/1436",Pax2-Cre,Tlr4-loxp,,Cre -, flox/flox,,,,,,,,,,,,,
2153,L,,Male,8/30/2023,288,,"1432, 1433/1436",Pax2-Cre,Tlr4-loxp,,Cre leaking, flox/flox,,,,,,,,,,,,,
2154,B,,Male,8/30/2023,288,,"1432, 1433/1436",Pax2-Cre,Tlr4-loxp,,Cre +, +/+,,,,,,,,,,,,,
2155,2R,,Male,8/30/2023,288,,"1432, 1433/1436",Pax2-Cre,Tlr4-loxp,,Cre +, flox/flox,,,,,,,,,,,,,
2156,2L,,Male,8/30/2023,288,,"1432, 1433/1436",Pax2-Cre,Tlr4-loxp,,Cre leaking, +/+,,,,,,,,,,,,,
2157,R,,Female,9/8/2023,279,,"1432, 1433/1436",Pax2-Cre,Tlr4-loxp,,Cre +, flox/flox,,,,,,,,,,,,,
2158,L,,Female,9/8/2023,279,,"1432, 1433/1436",Pax2-Cre,Tlr4-loxp,,Cre -, flox/flox,,,,,,,,,,,,,
2159,B,,Female,9/8/2023,279,,"1432, 1433/1436",Pax2-Cre,Tlr4-loxp,,Cre leaking, flox/flox,,,,,,,,,,,,,
2160,2R,,Female,9/8/2023,279,,"1432, 1433/1436",Pax2-Cre,Tlr4-loxp,,Cre -, +/+,,,,,,,,,,,,,
2161,R,,Male,9/8/2023,279,,"1432, 1433/1436",Pax2-Cre,Tlr4-loxp,,Cre +, +/+,,,,,,,,,,,,,
2162,L,,Male,9/8/2023,279,,"1432, 1433/1436",Pax2-Cre,Tlr4-loxp,,Cre leaking, flox/flox,,,,,,,,,,,,,
2163,R,,Female,10/18/2023,239,,"2004, 2005/ 1704",Pax2-Cre,Tlr4-loxp,B6N-Cdh23-KI,Cre +, flox/+,,,,,,,,,,,,,
2164,L,,Female,10/18/2023,239,,"2004, 2005/ 1704",Pax2-Cre,Tlr4-loxp,B6N-Cdh23-KI,Cre +, flox/+,,,,,,,,,,,,,
2165,B,,Female,10/18/2023,239,,"2004, 2005/ 1704",Pax2-Cre,Tlr4-loxp,B6N-Cdh23-KI,Cre -, flox/+,,,,,,,,,,,,,
2166,2R,,Female,10/18/2023,239,,"2004, 2005/ 1704",Pax2-Cre,Tlr4-loxp,B6N-Cdh23-KI,Cre +, flox/+,,,,,,,,,,,,,
2167,2L,,Female,10/18/2023,239,,"2004, 2005/ 1704",Pax2-Cre,Tlr4-loxp,B6N-Cdh23-KI,Cre -, flox/+,,,,,,,,,,,,,
2168,2R1L,,Female,10/18/2023,239,,"2004, 2005/ 1704",Pax2-Cre,Tlr4-loxp,B6N-Cdh23-KI,Cre -, flox/+,,,,,,,,,,,,,
2169,2R2L,,Female,10/18/2023,239,,"2004, 2005/ 1704",Pax2-Cre,Tlr4-loxp,B6N-Cdh23-KI,Cre leaking, flox/+,,,,,,,,,,,,,
2170,R,,Male,10/18/2023,239,,"2004, 2005/ 1704",Pax2-Cre,Tlr4-loxp,B6N-Cdh23-KI,Cre -, flox/+,,,,,,,,,,,,,
2171,L,,Male,10/18/2023,239,,"2004, 2005/ 1704",Pax2-Cre,Tlr4-loxp,B6N-Cdh23-KI,Cre -, flox/+,,,,,,,,,,,,,
2172,B,,Male,10/18/2023,208,,"2004, 2005/ 1704",Pax2-Cre,Tlr4-loxp,B6N-Cdh23-KI,Cre +, flox/+,,Breeding,,5/13/2024,,,,,,,,,
2173,2R,,Male,10/18/2023,208,,"2004, 2005/ 1704",Pax2-Cre,Tlr4-loxp,B6N-Cdh23-KI,Cre +, flox/+,,Breeding,5/13/2024,5/13/2024,,,,,,,,,
2174,2L,,Male,10/18/2023,239,,"2004, 2005/ 1704",Pax2-Cre,Tlr4-loxp,B6N-Cdh23-KI,Cre -, flox/+,,,,,,,,,,,,,
2175,2R2L,,Male,10/18/2023,239,,"2004, 2005/ 1704",Pax2-Cre,Tlr4-loxp,B6N-Cdh23-KI,Cre -, flox/+,,,,,,,,,,,,,
2176,R,,Female,6/21/2023,243,,"1272, 1273/1277",Pax2-Cre,Myd88-loxp,,,,,,Y,2/19/2024,,,,,,,,,
2177,L,,Female,6/21/2023,243,,"1272, 1273/1277",Pax2-Cre,Myd88-loxp,,,,,,Y,2/19/2024,,,,,,,,,
2178,B,,Female,6/21/2023,243,,"1272, 1273/1277",Pax2-Cre,Myd88-loxp,,,,,,Y,2/19/2024,,,,,,,,,
2179,2R,,Female,6/21/2023,243,,"1272, 1273/1277",Pax2-Cre,Myd88-loxp,,,,,,Y,2/19/2024,,,,,,,,,
2180,R,,Male,6/21/2023,243,,"1272, 1273/1277",Pax2-Cre,Myd88-loxp,,,,,,Y,2/19/2024,,,,,,,,,
2181,L,,Male,6/21/2023,243,,"1272, 1273/1277",Pax2-Cre,Myd88-loxp,,,,,,Y,2/19/2024,,,,,,,,,
2182,R,,Male,7/1/2023,334,7/1/2023,"1272, 1273/1277",Pax2-Cre,Myd88-loxp,,Cre -,loxp/loxp,,,,5/30/2024,,,,,,,,,
2183,L,,Male,7/1/2023,334,7/1/2023,"1272, 1273/1277",Pax2-Cre,Myd88-loxp,,Cre +,loxp/loxp,,,,5/30/2024,,,,,,,,,
2184,B,,Male,7/1/2023,334,7/1/2023,"1272, 1273/1277",Pax2-Cre,Myd88-loxp,,Cre +,loxp/loxp,,,,5/30/2024,,,,,,,,,
2185,R,,Female,8/11/2023,256,,"1272, 1273/1277",Pax2-Cre,Myd88-loxp,,,,,,Y,4/23/2024,,,,,,,,,
2186,R,,Male,8/11/2023,293,9/6/2023,"1272, 1273/1277",Pax2-Cre,Myd88-loxp,,Cre +,loxp/loxp,,,,5/30/2024,,,,,,,,,
2187,L,,Male,8/11/2023,293,9/6/2023,"1272, 1273/1277",Pax2-Cre,Myd88-loxp,,Cre -,loxp/loxp,,,,5/30/2024,,,,,,,,,
2188,R,,Female,9/24/2023,249,10/24/2023,"1272, 1273/1277",Pax2-Cre,Myd88-loxp,,Cre -,loxp/loxp,,,,5/30/2024,,,,,,,,,
2189,L,,Female,9/24/2023,249,10/24/2023,"1272, 1273/1277",Pax2-Cre,Myd88-loxp,,Cre leaking,loxp/loxp,,,,5/30/2024,,,,,,,,,
2190,B,,Female,9/24/2023,249,10/24/2023,"1272, 1273/1277",Pax2-Cre,Myd88-loxp,,Cre leaking,loxp/loxp,,,,5/30/2024,,,,,,,,,
2191,R,,Male,9/24/2023,249,10/24/2023,"1272, 1273/1277",Pax2-Cre,Myd88-loxp,,Cre leaking,loxp/loxp,,,,5/30/2024,,,,,,,,,
2192,R,,Female,9/27/2023,246,10/24/2023,"1272, 1273/1277",Pax2-Cre,Myd88-loxp,,Cre +,loxp/loxp,,,,5/30/2024,,,,,,,,,
2193,L,,Female,9/27/2023,246,10/24/2023,"1272, 1273/1277",Pax2-Cre,Myd88-loxp,,Cre -,loxp/loxp,,,,5/30/2024,,,,,,,,,
2194,B,,Female,9/27/2023,246,10/24/2023,"1272, 1273/1277",Pax2-Cre,Myd88-loxp,,Cre -,loxp/loxp,,,,5/30/2024,,,,,,,,,
2195,2R,,Female,9/27/2023,246,10/24/2023,"1272, 1273/1277",Pax2-Cre,Myd88-loxp,,Cre +,loxp/loxp,,,,5/30/2024,,,,,,,,,
2196,2L,,Female,9/27/2023,44,10/24/2023,"1272, 1273/1277",Pax2-Cre,Myd88-loxp,,,,,,Y,11/10/2023,,,,,,,,,
2197,R,,Male,9/27/2023,246,10/24/2023,"1272, 1273/1277",Pax2-Cre,Myd88-loxp,,Cre +,loxp/loxp,,,,5/30/2024,,,,,,,,,
2198,R,,Female,8/14/2023,304,,"1858, 1859/1860",Tlr4-loxp,B6N-Cdh23-KI,,,,,Breeding,,,"Pregnant 5/13/24, euthanize after litter is weaned. ",,,,,,,,
2199,L,,Female,8/14/2023,304,,"1858, 1859/1860",Tlr4-loxp,B6N-Cdh23-KI,,,,,Breeding,,,"Has litter 5/13/24, euthanize after litter is weaned. ",,,,,,,,
2200,B,,Female,8/14/2023,284,,"1858, 1859/1860",Tlr4-loxp,B6N-Cdh23-KI,,,,,Breeding,,5/24/2024,Breeding,,,,,,,,
2201,R,,Male,8/14/2023,240,,"1858, 1859/1860",Tlr4-loxp,B6N-Cdh23-KI,,,,,,,4/10/2024,,,,,,,,,
2202,L,,Male,8/14/2023,304,,"1858, 1859/1860",Tlr4-loxp,B6N-Cdh23-KI,,,,,,,,,,,,,,,,
2203,B,,Male,8/14/2023,304,,"1858, 1859/1860",Tlr4-loxp,B6N-Cdh23-KI,,,,,,,,Breeding,,,,,,,,
2204,R,,Female,1/11/2024,127,,"2094,2095/2096",Ifnr-KO,,, IFNR WT/WT,,,,,5/17/2024,,,,,,,,,
2205,L,,Female,1/11/2024,154,,"2094,2095/2096",Ifnr-KO,,, IFNR 4KO/WT,,,Breeding,,,,,,,,,,,
2206,R,,Male,1/11/2024,154,,"2094,2095/2096",Ifnr-KO,,, IFNR 4KO/WT,,,Breeding,,,,,,,,,,,
2207,L,,Male,1/11/2024,127,,"2094,2095/2096",Ifnr-KO,,, IFNR WT/WT,,,,,5/17/2024,,,,,,,,,
2208,B,,Male,1/11/2024,127,,"2094,2095/2096",Ifnr-KO,,, IFNR 4KO/WT,,,,,5/17/2024,,,,,,,,,
2209,2R,,Male,1/11/2024,127,,"2094,2095/2096",Ifnr-KO,,, IFNR 4KO/WT,,,,,5/17/2024,,,,,,,,,
2210,2L,,Male,1/11/2024,127,,"2094,2095/2096",Ifnr-KO,,, IFNR 4KO/WT,,,,,5/17/2024,,,,,,,,,
2211,2R2L,,Male,1/11/2024,127,,"2094,2095/2096",Ifnr-KO,,, IFNR 4KO/WT,,,,,5/17/2024,,,,,,,,,
2212,R,,Male,1/12/2024,153,,2100/2073,Dp16,,,DP16 -,,,,Y,,,,,,,,,,
2213,L,,Male,1/12/2024,153,,2100/2073,Dp16,,,DP16 +,,,,Y,,,,,,,,,,
2214,B,,Male,1/12/2024,153,,2100/2073,Dp16,,,DP16 -,,,,Y,,,,,,,,,,
2215,2R,,Male,1/12/2024,153,,2100/2073,Dp16,,,DP16 -,,,,Y,,,,,,,,,,
2216,2L,,Male,1/12/2024,153,,2100/2073,Dp16,,,DP16 -,,,,Y,,,,,,,,,,
2217,2L1R,,Male,1/12/2024,153,,2100/2073,Dp16,,,DP16 +,,,,Y,,,,,,,,,,
2218,R,,Female,1/12/2024,133,,2100/2073,Dp16,Ifnr-KO,,DP16 +,IFNR WT/WT,,,N,5/24/2024,,,,,,,,,
2219,L,,Female,1/12/2024,133,,2100/2073,Dp16,,,,,,,Y,5/24/2024,,,,,,,,,
2220,B,,Female,1/12/2024,115,,2100/2073,Dp16,,,DP16 +,,,,Y,5/6/2024,Malocclusion,,,,,,,,
2221,2R,,Female,1/12/2024,133,,2100/2073,Dp16,Ifnr-KO,,DP16 +,IFNR WT/WT,,,N,5/24/2024,,,,,,,,,
2222,R,,Male,1/1/2024,164,,2099/2076,Dp16,,,DP16 +,,,,Y,,,,,,,,,,
2223,L,,Male,1/1/2024,164,,2099/2076,Dp16,,,DP16 -,,,,Y,,,,,,,,,,
2224,B,,Male,1/1/2024,164,,2099/2076,Dp16,,,DP16 -,,,,Y,,,,,,,,,,
2225,R,,Female,1/1/2024,164,,2099/2076,Dp16,Ifnr-KO,,,,,,N,,,,,,,,,,
2226,L,,Female,1/1/2024,164,,2099/2076,Dp16,Ifnr-KO,,DP16-,IFNR WT/WT,,,N,,,,,,,,,,
2227,B,,Female,1/1/2024,164,,2099/2076,Dp16,Ifnr-KO,,DP16 +,IFNR WT/WT,,,N,,,,,,,,,,
2228,2R,,Female,1/1/2024,164,,2099/2076,Dp16,Ifnr-KO,,DP16-,IFNR WT/WT,,,N,,,,,,,,,,
2229,2L,,Female,1/1/2024,164,,2099/2076,Dp16,Ifnr-KO,,DP16 +,IFNR WT/WT,,,N,,,,,,,,,,
2230,2R1L,,Female,1/1/2024,164,,2099/2076,Dp16,Ifnr-KO,,DP16 +,,,,N,,,,,,,,,,
2231,R,,Female,1/17/2024,148,,2097/2104,Ifnr-KO,,, IFNR 4KO/WT,,,Breeding,,,,,,,,,,,
2232,L,,Female,1/17/2024,121,,2097/2104,Ifnr-KO,,, IFNR WT/WT,,,,,5/17/2024,,,,,,,,,
2233,B,,Female,1/17/2024,121,,2097/2104,Ifnr-KO,,, IFNR WT/WT,,,,,5/17/2024,,,,,,,,,
2234,R,,Male,1/17/2024,148,,2097/2104,Ifnr-KO,,, IFNR 4KO/WT,,,Breeding,,,,,,,,,,,
2235,L,,Male,1/17/2024,121,,2097/2104,Ifnr-KO,,, IFNR WT/WT,,,,5/17/2024,5/17/2024,,,,,,,,,
2236,B,,Male,1/17/2024,121,,2097/2104,Ifnr-KO,,, IFNR WT/WT,,,,5/17/2024,5/17/2024,,,,,,,,,
2237,,,Female,10/30/2023,196,,,B6N-Cdh23-KI,,,,,,,,5/13/2024,Breed with Pax2-Cre/Cdh23 2067,,,,,,,,
2238,,,Female,10/30/2023,196,,,B6N-Cdh23-KI,,,,,,,,5/13/2024,Breed with Pax2-Cre/Cdh23 2067,,,,,,,,
2239,,,Female,7/13/2023,305,,,B6N-Cdh23-KI,,,,,,,,5/13/2024,Breed with Pax2-Cre/Cdh23 2056,,,,,,,,
2240,R,,Male,11/24/2023,171,,2239/2056,Pax2-Cre,B6N-Cdh23-KI,,,,,,,5/13/2024,Was going to euthanize but Dr. Howe needed practice animals. Transferred from our protocol 1093.1 to Howe's protocol 1096 on 5/13/24.,,,,,,,,
2241,L,,Male,11/24/2023,171,,2239/2056,Pax2-Cre,B6N-Cdh23-KI,,,,,,,5/13/2024,Was going to euthanize but Dr. Howe needed practice animals. Transferred from our protocol 1093.1 to Howe's protocol 1096 on 5/13/24.,,,,,,,,
2242,R,,Male,12/25/2023,140,1/19/2024,1779/1710,Pax2-Cre,B6N-Cdh23-KI,,,,,,,5/13/2024,,,,,,,,,
2243,R,,Male,1/2/2024,163,,2239/2056,Pax2-Cre,B6N-Cdh23-KI,,Cre -,KI/KI,,,,,,,,,,,,,
2244,L,,Male,1/2/2024,163,,2239/2056,Pax2-Cre,B6N-Cdh23-KI,,Cre +,KI/KI,,,,,,,,,,,,,
2245,B,,Male,1/2/2024,163,,2239/2056,Pax2-Cre,B6N-Cdh23-KI,,Cre +,KI/KI,,,,,,,,,,,,,
2246,2R,,Male,1/2/2024,163,,2239/2056,Pax2-Cre,B6N-Cdh23-KI,,Cre +,KI/KI,,,,,,,,,,,,,
2247,2L,,Male,1/2/2024,149,,2239/2056,Pax2-Cre,B6N-Cdh23-KI,,Cre -,KI/KI,,,,5/30/2024,,,,,,,,,
2248,R,,Male,1/30/2024,121,2/21/2024,"2237, 2238/2067",Pax2-Cre,B6N-Cdh23-KI,,Cre -,KI/KI,,,,5/30/2024,,,,,,,,,
2249,,,Female,10/29/2023,164,11/21/2023,1971/1974,Trpa1-KO,,,,,,,Y,4/10/2024,Breeding 1/19/24,,,,,,,,
2250,,,Male,10/29/2023,164,11/21/2023,1971/1974,Trpa1-KO,,,,,,,Y,4/10/2024,Breeding 1/19/24,,,,,,,,
2251,,,Female,10/29/2023,164,11/21/2023,1971/1974,Trpa1-KO,,,,,,,Y,4/10/2024,Breeding 1/19/24,,,,,,,,
2252,,,Male,10/29/2023,164,11/21/2023,1971/1974,Trpa1-KO,,,,,,,Y,4/10/2024,Breeding 1/19/24,,,,,,,,
2253,,,Female,12/10/2023,186,,UnkNwn,Trpa1-KO,,,,,,,,,,,,,,,,,
2254,,,Male,12/10/2023,186,,UnkNwn,Trpa1-KO,,,,,,,,,,,,,,,,,
2255,R,,Female,12/20/2023,176,,1730/1731,Trpa1-KO,,,,,,,,,,,,,,,,,
2256,L,,Female,12/20/2023,176,,1730/1731,Trpa1-KO,,,,,,,,,,,,,,,,,
2257,R,,Male,12/20/2023,176,,1730/1731,Trpa1-KO,,,,,,,,,,,,,,,,,
2258,L,,Male,12/20/2023,176,,1730/1731,Trpa1-KO,,,,,,,,,,,,,,,,,
2259,R,,Female,1/10/2024,139,,UnkNwn,Trpa1-KO,,,-/-,,,,,5/28/2024,,,,,,,,,
2260,L,,Female,1/10/2024,139,,UnkNwn,Trpa1-KO,,,-/-,,,,,5/28/2024,,,,,,,,,
2261,B,,Female,1/10/2024,139,,UnkNwn,Trpa1-KO,,,-/-,,,,,5/28/2024,,,,,,,,,
2262,R,,Male,1/10/2024,139,,UnkNwn,Trpa1-KO,,,-/-,,,,,5/28/2024,,,,,,,,,
2263,L,,Male,1/10/2024,139,,UnkNwn,Trpa1-KO,,,-/-,,,,,5/28/2024,,,,,,,,,
2264,R,,Female,10/30/2023,214,11/28/2023,"B6/1614, 1615",Dp16,Ifnr-KO,,DP16-,IFNR 4KO/WT,,,N,5/31/2024,Brains collected in 4% PFA and will be used in wax embedded sectioning for Patrick to practice different sectional planes.,,,,,,,,
2265,L,,Female,10/30/2023,214,11/28/2023,"B6/1614, 1615",Dp16,Ifnr-KO,,DP16-,IFNR 4KO/WT,,,N,5/31/2024,Brains collected in 4% PFA and will be used in wax embedded sectioning for Patrick to practice different sectional planes.,,,,,,,,
2266,B,,Female,10/30/2023,214,11/28/2023,"B6/1614, 1615",Dp16,Ifnr-KO,,DP16-,IFNR 4KO/WT,,,N,5/31/2024,Brains collected in 4% PFA and will be used in wax embedded sectioning for Patrick to practice different sectional planes.,,,,,,,,
2267,2R,,Female,10/30/2023,214,11/28/2023,"B6/1614, 1615",Dp16,Ifnr-KO,,DP16 +,IFNR WT/WT,,,N,5/31/2024,Brains collected in 4% PFA and will be used in wax embedded sectioning for Patrick to practice different sectional planes.,,,,,,,,
2268,2L,,Female,10/30/2023,214,11/28/2023,"B6/1614, 1615",Dp16,Ifnr-KO,,,,,,N,5/31/2024,Brains collected in 4% PFA and will be used in wax embedded sectioning for Patrick to practice different sectional planes.,,,,,,,,
2269,2R1L,,Female,10/30/2023,214,11/28/2023,"B6/1614, 1615",Dp16,Ifnr-KO,,DP16-,IFNR 4KO/WT,,,N,5/31/2024,Brains collected in 4% PFA and will be used in wax embedded sectioning for Patrick to practice different sectional planes.,,,,,,,,
2270,2R2L,,Female,10/30/2023,214,11/28/2023,"B6/1614, 1615",Dp16,Ifnr-KO,,DP16 +,IFNR WT/WT,,,N,5/31/2024,Brains collected in 4% PFA and will be used in wax embedded sectioning for Patrick to practice different sectional planes.,,,,,,,,
2271,R,,Male,10/30/2023,227,11/28/2023,"B6/1614, 1615",Dp16,Ifnr-KO,,,,,,N,,,,,,,,,,
2272,L,,Male,10/30/2023,227,11/28/2023,"B6/1614, 1615",Dp16,Ifnr-KO,,DP16-,IFNR 4KO/WT,,,N,,,,,,,,,,
2273,B,,Male,10/30/2023,227,11/28/2023,"B6/1614, 1615",Dp16,Ifnr-KO,,DP16-,IFNR 4KO/WT,,,N,,,,,,,,,,
2274,2R,,Male,10/30/2023,227,11/28/2023,"B6/1614, 1615",Dp16,Ifnr-KO,,DP16-,IFNR 4KO/WT,,,N,,,,,,,,,,
2275,2L,,Male,10/30/2023,227,11/28/2023,"B6/1614, 1615",Dp16,Ifnr-KO,,DP16 +,IFNR WT/WT,,,N,,,,,,,,,,
2276,R,,Female,11/27/2023,190,,"2099/2076, 2100/2073",Dp16,Ifnr-KO,,DP16-,IFNR 4KO/WT,,,N,6/4/2024,Found dead.,,,,,,,,
2277,L,,Female,11/27/2023,199,,"2099/2076, 2100/2074",Dp16,Ifnr-KO,,DP16-,IFNR 4KO/WT,,,N,,,,,,,,,,
2278,B,,Female,11/27/2023,199,,"2099/2076, 2100/2075",Dp16,Ifnr-KO,,DP16-,IFNR 4KO/WT,,,N,,,,,,,,,,
2279,2R,,Female,11/27/2023,199,,"2099/2076, 2100/2076",Dp16,Ifnr-KO,,DP16 +,IFNR WT/WT,,,N,,,,,,,,,,
2280,2L,,Female,11/27/2023,199,,"2099/2076, 2100/2076",Dp16,Ifnr-KO,,DP16 +,IFNR WT/WT,,,N,,,,,,,,,,
2281,2R2L,,Female,11/27/2023,199,,"2099/2076, 2100/2076",Dp16,Ifnr-KO,,DP16 +,IFNR WT/WT,,,N,,,,,,,,,,
2282,R,,Male,11/27/2023,199,,"2099/2076, 2100/2076",Dp16,Ifnr-KO,,DP16 +,IFNR WT/WT,,,N,,,,,,,,,,
2283,L,,Male,11/27/2023,199,,"2099/2076, 2100/2076",Dp16,Ifnr-KO,,DP16 +,IFNR WT/WT,,,N,,,,,,,,,,
2284,B,,Male,11/27/2023,199,,"2099/2076, 2100/2076",Dp16,Ifnr-KO,,DP16 +,IFNR WT/WT,,,N,,,,,,,,,,
2285,2R,,Male,11/27/2023,199,,"2099/2076, 2100/2076",Dp16,Ifnr-KO,,DP16 +,IFNR WT/WT,,,N,,,,,,,,,,
2286,2L,,Male,11/27/2023,199,,"2099/2076, 2100/2076",Dp16,,,,,,,Y,,,,,,,,,,
2287,2R1L,,Male,11/27/2023,199,,"2099/2076, 2100/2076",Dp16,Ifnr-KO,,DP16-,IFNR WT/WT,,,N,,,,,,,,,,
2288,2R2L,,Male,11/27/2023,199,,"2099/2076, 2100/2076",Dp16,Ifnr-KO,,DP16 +,IFNR WT/WT,,,N,,,,,,,,,,
2289,R,,Female,11/28/2023,198,,2098/2074,Dp16,Ifnr-KO,,DP16 +,IFNR WT/WT,,,N,,,,,,,,,,
2290,L,,Female,11/28/2023,198,,2098/2074,Dp16,Ifnr-KO,,DP16 +,IFNR WT/WT,,,N,,,,,,,,,,
2291,B,,Female,11/28/2023,198,,2098/2074,Dp16,Ifnr-KO,,DP16 +,IFNR WT/WT,,,N,,,,,,,,,,
2292,R,,Male,11/28/2023,198,,2098/2074,Dp16,Ifnr-KO,,DP16-,IFNR WT/WT,,,N,,,,,,,,,,
2293,L,,Male,11/28/2023,198,,2098/2074,Dp16,Ifnr-KO,,DP16 +,IFNR WT/WT,,,N,,,,,,,,,,
2294,B,,Male,11/28/2023,198,,2098/2074,Dp16,Ifnr-KO,,DP16 +,IFNR WT/WT,,,N,,,,,,,,,,
2295,2R,,Male,11/28/2023,198,,2098/2074,Dp16,Ifnr-KO,,DP16-,IFNR WT/WT,,,N,,,,,,,,,,
2296,2L,,Male,11/28/2023,198,,2098/2074,Dp16,Ifnr-KO,,DP16 +,IFNR WT/WT,,,N,,,,,,,,,,
2297,2R2L,,Male,11/28/2023,198,,2098/2074,Dp16,Ifnr-KO,,DP16 +,IFNR WT/WT,,,N,,,,,,,,,,
2298,R,,Female,12/28/2023,168,,2098/2074,Dp16,Ifnr-KO,,DP16 +,IFNR WT/WT,,,N,,,,,,,,,,
2299,L,,Female,12/28/2023,168,,2098/2074,Dp16,Ifnr-KO,,DP16 +,IFNR WT/WT,,,N,,,,,,,,,,
2300,B,,Female,12/28/2023,168,,2098/2074,Dp16,Ifnr-KO,,DP16 +,IFNR WT/WT,,,N,,,,,,,,,,
2301,R,,Male,12/28/2023,87,,2098/2074,Dp16,Ifnr-KO,,,,,,N,3/24/2024,Found dead.,,,,,,,,
2302,L,,Male,12/28/2023,168,,2098/2074,Dp16,Ifnr-KO,,,,,,N,,,,,,,,,,
2303,B,,Male,12/28/2023,168,,2098/2074,Dp16,Ifnr-KO,,,,,,N,,,,,,,,,,
2304,,,Female,10/1/2023,256,,2304/2305,B6N (C57BL/6N),,,,,,,,,,,,,,,,,
2305,,,Male,10/1/2023,256,,2304/2305,B6N (C57BL/6N),,,,,,,,,,,,,,,,,
2306,,,Female,1/23/2024,142,2/16/2024,2304/2305,B6N (C57BL/6N),,,,,,Breeding,,,Breeding 5/13/24,,,,,,,,
2307,,,Female,1/8/2024,157,2/6/2024,2304/2305,B6N (C57BL/6N),,,,,,Breeding,,,Breeding 5/13/24,,,,,,,,
2308,,,Male,1/8/2024,157,2/6/2024,2304/2305,B6N (C57BL/6N),,,,,,Breeding,,,Breeding 5/13/24,,,,,,,,
2309,,,Male,1/8/2024,157,2/6/2024,2304/2305,B6N (C57BL/6N),,,,,,Breeding,,,Breeding 5/13/24,,,,,,,,
2310,,,Female,10/30/2023,119,,Fresh B6N-Cdh23/2305,B6N-Cdh23-KI,,,,,,,Y,2/26/2024,,,,,,,,,
2311,,,Female,10/30/2023,119,,Fresh B6N-Cdh23/2305,B6N-Cdh23-KI,,,,,,,Y,2/26/2024,,,,,,,,,
2312,R,,Female,12/2/2023,163,12/28/2023,"1985, 1986/1987",Myd88-KO,,,-/-,,,Breeding,,5/13/2024,,,,,,,,,
2313,R,,Female,12/2/2023,194,12/28/2023,"1985, 1986/1987",Myd88-KO,,,-/-,,,Breeding,,,"Pregnant 5/13/24, euthanize after litter is weaned. ",,,,,,,,
